7,According,Gran,company,plans,move,production,Russia,although,company,growing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Technopolis,plans,develop,stages,area,less,square,meters,order,host,companies,working,computer,technologies,telecommunications,statement,said,,,,,,,,,,,,,,,,,,,,,
1,The,international,electronic,industry,company,Elcoteq,laid,tens,employees,Tallinn,facility,contrary,earlier,layoffs,company,contracted,ranks,office,workers,daily,Postimees,reported,,,,,,,,,,,,,,,,
10,With,new,production,plant,company,would,increase,capacity,meet,expected,increase,demand,would,improve,use,raw,materials,therefore,increase,production,profitability,,,,,,,,,,,,,,,,,
10,According,company,updated,strategy,years,Basware,targets,longterm,net,sales,growth,range,operating,profit,margin,net,sales,,,,,,,,,,,,,,,,,,,,,
10,FINANCING,OF,ASPOCOMP,S,GROWTH,Aspocomp,aggressively,pursuing,growth,strategy,increasingly,focusing,technologically,demanding,HDI,printed,circuit,boards,PCBs,,,,,,,,,,,,,,,,,,,
10,For,last,quarter,Componenta,net,sales,doubled,EURm,EURm,period,year,earlier,moved,zero,pretax,profit,pretax,loss,EURm,,,,,,,,,,,,,,,,,,,
10,In,third,quarter,net,sales,increased,EUR,mn,operating,profit,EUR,mn,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,rose,EUR,mn,EUR,mn,corresponding,period,representing,net,sales,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,totalled,EUR,mn,EUR,mn,representing,net,sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,TeliaSonera,TLSN,said,offer,line,strategy,increase,ownership,core,business,holdings,would,strengthen,Eesti,Telekom,offering,customers,,,,,,,,,,,,,,,,,,,,,
10,STORA,ENSO,NORSKE,SKOG,MREAL,UPMKYMMENE,Credit,Suisse,First,Boston,CFSB,raised,fair,value,shares,four,largest,Nordic,forestry,groups,,,,,,,,,,,,,,,,,,
10,A,purchase,agreement,tons,gasoline,delivery,Hamina,terminal,Finland,signed,Neste,Oil,OYj,average,Platts,index,September,plus,eight,US,dollars,per,month,,,,,,,,,,,,,,,
10,Finnish,Talentum,reports,operating,profit,increased,EUR,mn,EUR,mn,net,sales,totaled,EUR,mn,EUR,mn,,,,,,,,,,,,,,,,,,,,,
10,Clothing,retail,chain,SeppÆlÆ,sales,increased,EUR,mn,operating,profit,rose,EUR,mn,EUR,mn,,,,,,,,,,,,,,,,,,,,,,,
10,Consolidated,net,sales,increased,reach,EUR,operating,profit,amounted,EUR,compared,loss,EUR,prior,year,period,,,,,,,,,,,,,,,,,,,,,,
10,Foundries,division,reports,sales,increased,EUR,mn,EUR,mn,corresponding,period,sales,Machine,Shop,division,increased,EUR,mn,EUR,mn,corresponding,period,,,,,,,,,,,,,,,,
10,HELSINKI,AFX,Shares,closed,higher,led,Nokia,announced,plans,team,Sanyo,manufacture,G,handsets,Nokian,Tyres,fourthquarter,earnings,report,beat,analysts,expectations,dealers,said,,,,,,,,,,,,,,
10,Incap,Contract,Manufacturing,Services,Pvt,Ltd,subsidiary,Incap,Corporation,Finland,plans,double,revenues,,,,,,,,,,,,,,,,,,,,,,,,,
10,Its,board,directors,propose,dividend,EUR,per,share,EUR,per,share,paid,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Lifetree,founded,revenues,risen,average,margins,late,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Filippova,A,trilateral,agreement,investment,construction,technology,park,St,Petersburg,signed,course,forum,Days,Russian,Economy,opened,Helsinki,today,,,,,,,,,,,,,,,,,,,
10,MegaFon,subscriber,base,increased,million,users,December,market,share,number,customers,amounted,late,late,according,TeliaSonera,estimates,,,,,,,,,,,,,,,,,,,,,
10,Net,income,life,insurance,doubled,EUR,mn,EUR,mn,net,income,nonlife,insurance,rose,EUR,mn,EUR,mn,corresponding,period,,,,,,,,,,,,,,,,,,
10,Net,sales,increased,EUR,EUR,pretax,profit,rose,EUR,EUR,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Net,sales,surged,EUR,Teleste,said,EUR,sales,came,acquisitions,made,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Nordea,Group,operating,profit,increased,percent,yearonyear,billion,euros,total,revenue,percent,billion,euros,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,ninemonth,period,increased,EUR,net,sales,increased,EUR,compared,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,ninemonth,period,increased,EUR,net,sales,increased,EUR,compared,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,threemonth,period,increased,EUR,revenue,increased,EUR,compared,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,Brazilian,unit,Finnish,security,solutions,provider,FSecure,signed,new,clients,last,year,online,news,source,Reseller,Web,quoted,division,commercial,director,Vladimir,Brando,saying,,,,,,,,,,,,,
10,The,company,net,profit,rose,year,million,euros,sales,million,euros,year,company,said,earlier,,,,,,,,,,,,,,,,,,,,,,,
10,The,Lithuanian,beer,market,made,million,liters,January,rise,percent,yearearlier,figure,Lithuanian,Brewers,Association,reporting,citing,results,members,,,,,,,,,,,,,,,,,,,
10,Viking,Line,cargo,revenue,increased,EUR,mn,cargo,volume,increased,cargo,units,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,fair,value,property,portfolio,doubled,result,Kapiteeli,acquisition,totalled,EUR,million,,,,,,,,,,,,,,,,,,,,,,,,,,
10,February,Finnish,media,company,Sanoma,Oyj,HEL,SAAV,said,yesterday,net,profit,almost,tripled,EUR,EUR,announced,proposal,raised,payout,,,,,,,,,,,,,,,,,,
10,A,Helsinki,ELIiV,today,reported,EPS,EUR,increase,EPS,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Aspo,Plc,STOCK,EXCHANGE,RELEASE,February,ESL,Shipping,Ltd,part,Aspo,Group,signed,new,longterm,contract,Rautaruukki,Corporation,marine,transport,raw,materials,Baltic,Sea,,,,,,,,,,,,,,
10,Commission,income,increased,EUR,mn,lending,volume,rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,In,January,traffic,measured,revenue,passenger,kilometres,RPK,went,capacity,measured,available,seat,kilometres,ASK,rose,,,,,,,,,,,,,,,,,,,,,,
10,In,JanuarySeptember,Fiskars,net,profit,went,yearonyear,EUR,million,net,sales,EUR,million,EUR,million,,,,,,,,,,,,,,,,,,,,,,,
10,Net,income,life,insurance,rose,EUR,mn,EUR,mn,net,income,nonlife,insurance,EUR,mn,EUR,mn,,,,,,,,,,,,,,,,,,,,,
10,Nyrstar,also,agreed,supply,Talvivaara,tonnes,sulphuric,acid,per,annum,use,Talvivaara,leaching,process,period,supply,zinc,concentrate,,,,,,,,,,,,,,,,,,,,
10,Sales,Department,Store,Division,Hobby,Hall,increased,sales,clothing,store,subsidiary,Seppala,decreased,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sales,risen,export,markets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sales,increased,due,growing,market,rates,increased,operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,agreement,strengthens,longterm,partnership,Nokia,Siemens,Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,agreement,signed,Biohit,Healthcare,Ltd,UKbased,subsidiary,Biohit,Oyj,Finnish,public,company,develops,manufactures,markets,liquid,handling,products,diagnostic,test,systems,,,,,,,,,,,,,,,,
10,The,company,also,estimates,already,carried,investments,lead,increase,net,sales,reached,EUR,million,,,,,,,,,,,,,,,,,,,,,,,,
10,The,company,order,book,stood,bln,euro,bln,September,pct,year,international,orders,amounting,mln,euro,mln,,,,,,,,,,,,,,,,,,,,,
10,The,company,said,paper,demand,increased,main,markets,including,publication,papers,increased,average,paper,prices,percent,compared,last,year,,,,,,,,,,,,,,,,,,,
10,The,world,second,largest,stainless,steel,maker,said,net,profit,threemonth,period,Dec,surged,euro,million,US,million,euro,US,per,share,euro,million,euro,per,share,previous,year,,,,,,,,,
10,Within,framework,partnership,Nokia,Siemens,Networks,signed,initial,framework,purchase,agreement,Sitronics,subsidiary,JSC,Mikron,largest,manufacturer,exporter,microelectronic,components,Russia,,,,,,,,,,,,,,,,,
10,Seppala,revenue,increased,EUR,In,Finland,revenue,went,EUR,sales,abroad,rose,EUR,Sales,increased,Baltic,countries,well,Russia,Ukraine,,,,,,,,,,,,,,,,,,
10,Shares,Standard,Chartered,STAN,rose,FTSE,Royal,Bank,Scotland,RBS,shares,rose,Barclays,shares,BARC,BCS,,,,,,,,,,,,,,,,,,,,,,
10,Shares,Nokia,Corp,rose,Thursday,cell,phone,maker,said,thirdquarter,earnings,almost,doubled,share,global,handset,market,increased,,,,,,,,,,,,,,,,,,,,
10,In,financial,report,published,Friday,SEB,said,net,profit,soared,SEK,bn,yearearlier,SEK,bn,proposed,dividend,increase,SEK,per,share,,,,,,,,,,,,,,,,,
10,Sales,Department,Store,Division,increased,sales,clothing,store,subsidiary,Seppala,increased,Meanwhile,sales,Hobby,Hall,decreased,,,,,,,,,,,,,,,,,,,,,,
7,At,request,Finnish,media,company,Alma,Media,newspapers,research,manager,Jari,Kaivooja,Finland,Futures,Research,Centre,Turku,School,Economics,drawn,future,scenario,Finland,national,economy,using,model,developed,University,Denver,,,,,,,,
7,In,Sweden,Gallerix,accumulated,SEK,denominated,sales,EUR,denominated,sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,The,company,supports,global,customers,developing,new,technologies,offers,fast,route,product,development,applications,volume,production,,,,,,,,,,,,,,,,,,,,,,
7,When,investment,place,Atria,plans,expand,Moscow,market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,The,new,agreement,continuation,theagreement,signed,earlier,year,Lemminkainen,Group,whereby,Cramo,acquired,entire,construction,machine,fleet,ofLemminkainen,Talo,Oy,Ita,ja,Pohjois,Suomo,signed,asimilar,agreement,said,Tatu,Hauhio,managing,director,ofCramo,Finland,,,,
10,At,first,contract,envisaged,construction,three,ferryboats,option,two,units,confirmed,total,value,mln,euro,mln,,,,,,,,,,,,,,,,,,,,,,
7,In,June,sold,percent,stake,Nordstjernan,investment,group,taken,option,acquire,EQT,remaining,shares,,,,,,,,,,,,,,,,,,,,,,,,
10,KESKO,CORPORATION,STOCK,EXCHANGE,RELEASE,AT,Kesko,Corporation,Aspo,plc,today,signed,agreement,Aspo,acquires,share,capital,KaukoTelko,Ltd,subsidiary,wholly,owned,Kesko,,,,,,,,,,,,,,,
10,Sponda,Plc,Stock,Exchange,Release,December,EUR,BILLION,SYNDICATED,CREDIT,FACILITY,FOR,SPONDA,Sponda,signed,agreement,oneyear,syndicated,credit,facility,total,EUR,billion,,,,,,,,,,,,,,,
7,STOCK,EXCHANGE,ANNOUNCEMENT,July,BASWARE,SHARE,SUBSCRIPTIONS,WITH,WARRANTS,AND,INCREASE,IN,SHARE,CAPITAL,A,total,shares,subscribed,BasWare,Warrant,Program,,,,,,,,,,,,,,,,,
10,The,contract,covers,HDO,platform,AC,CXE,optical,Fttb,nodes,designed,increase,forward,return,path,capacity,transmission,networks,,,,,,,,,,,,,,,,,,,,
7,The,new,plant,planned,electricity,generation,capacity,megawatts,MW,heat,generation,capacity,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,OMX,Helsinki,index,pct,Helsinki,CAP,portfolio,index,pct,higher,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,So,sales,growth,cars,considerably,influence,tires,market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,maximum,new,shares,subscribed,exercising,B,options,stock,option,plan,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,As,result,share,issue,number,company,shares,increases,shares,share,capital,total,EUR,,,,,,,,,,,,,,,,,,,,,,,,,
7,Finnish,real,estate,investor,Sponda,Plc,said,Wednesday,March,signed,agreements,Danske,Bank,AS,Helsinki,Branch,year,EURm,credit,facility,Ilmarinen,Mutual,Pension,Insurance,Company,year,EURm,credit,facility,,,,,,,,,
7,On,route,Helsinki,Finland,Tallinn,Estonia,cargo,volumes,increased,cargo,volumes,Finland,Sweden,fell,,,,,,,,,,,,,,,,,,,,,,,,
7,Other,measures,included,increasing,synergies,economies,scale,within,Grimaldi,Group,personnel,adjustments,divestments,redelivery,excess,tonnage,,,,,,,,,,,,,,,,,,,,,,
10,Rinkuskiai,raised,sales,percent,million,liters,sales,Kauno,Alus,grew,percent,liters,,,,,,,,,,,,,,,,,,,,,,,,,,
7,TELECOMWORLDWIRE,April,TJ,Group,Plc,sells,stake,Morning,Digital,Design,Oy,Finnish,IT,company,TJ,Group,Plc,said,Friday,April,signed,agreement,selling,shares,Morning,Digital,Design,Oy,Edita,Oyj,,,,,,,,
7,The,new,Series,A,shares,become,subject,trading,Helsinki,Stock,Exchange,Main,List,together,old,Series,A,shares,July,,,,,,,,,,,,,,,,,,,
7,The,fuel,purchase,contracts,signed,three,months,delivery,September,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Tiimari,operates,stores,six,countries,including,core,Finnish,market,generated,turnover,mln,eur,,,,,,,,,,,,,,,,,,,,,,,,,
10,Under,agreement,Biohit,becomes,focus,supplier,pipettors,disposable,pipettor,tips,VWR,customers,throughout,Europe,,,,,,,,,,,,,,,,,,,,,,,,
10,The,combination,services,enabling,us,offer,complex,strengthened,service,chain,limited,Baltic,port,connections,also,getting,access,world,wide,Grimaldi,Network,Mediterranean,Africa,North,America,says,Uwe,Bakosch,,,,,,,,,,
7,No,blindspots,coming,vantage,point,allows,investigators,see,whole,story,high,resolution,unbroken,video,,,,,,,,,,,,,,,,,,,,,,,,
10,The,company,still,expects,turnover,slightly,increase,level,adding,market,predictability,still,poor,trustworthy,forecasts,market,development,contract,manufacturing,business,current,year,,,,,,,,,,,,,,,,
10,The,acquisition,considerably,increase,Kemira,sales,market,position,Russian,metal,industry,coatings,market,,,,,,,,,,,,,,,,,,,,,,,,,
10,In,JanuarySeptember,Finnlines,net,sales,rose,EUR,mn,EUR,mn,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Adjusted,changes,Group,structure,Division,net,sales,increased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,change,optimize,operational,efficiencies,growing,business,said,Julia,Prohaska,director,marketing,communications,Fiskars,,,,,,,,,,,,,,,,,,,,,,,,
10,They,would,invest,physical,infrastructure,would,also,provide,knowhow,managing,developing,science,technology,parks,said,Sunrise,Valley,director,Andrius,Bagdonas,,,,,,,,,,,,,,,,,,
10,February,Finnish,broadband,data,communication,systems,provider,Teleste,Oyj,HEL,TLTV,saw,net,profit,jump,EUR,last,quarter,EUR,period,,,,,,,,,,,,,,,,,,
10,Finnish,Aktia,Group,operating,profit,rose,EUR,mn,first,quarter,EUR,mn,first,quarter,,,,,,,,,,,,,,,,,,,,,,,,
10,Finnish,Bank,land,consolidated,net,operating,profit,increased,EUR,mn,first,quarter,EUR,mn,first,quarter,,,,,,,,,,,,,,,,,,,,,,
10,Finnish,financial,group,Aktia,reports,operating,profit,EUR,mn,JanuarySeptember,EUR,mn,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,
10,Finnish,high,technology,provider,Vaahto,Group,reports,net,sales,EUR,mn,accounting,period,September,February,increase,year,earlier,,,,,,,,,,,,,,,,,,,,
10,Net,sales,Finnish,food,industry,company,LÆnnen,Tehtaat,continuing,operations,increased,EUR,mn,EUR,mn,,,,,,,,,,,,,,,,,,,,,,,
10,An,individual,promotion,also,generated,slightly,higherthanexpected,revenues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Biohit,already,services,many,current,Genesis,customers,customer,base,expected,expand,result,agreement,,,,,,,,,,,,,,,,,,,,,,,,,
10,Both,operating,profit,turnover,threemonth,period,increased,respectively,EUR,EUR,compared,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,
10,Circulation,revenue,increased,Finland,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Clothing,chain,SeppÆlÆ,net,sales,increased,EUR,mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Construction,volumes,meanwhile,grow,rate,percent,annually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Finnish,Swedish,construction,markets,still,experiencing,estimated,annual,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,However,Biohit,estimates,total,net,sales,continue,grow,favourable,trends,net,sales,lead,profit,,,,,,,,,,,,,,,,,,,,,,,,
10,In,Fiskars,cash,flow,operating,activities,amounted,EURm,EURm,previous,year,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,In,Lithuania,operating,profit,rose,EUR,EUR,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,In,fourth,quarter,net,sales,increased,EUR,mn,EUR,mn,fourth,quarter,,,,,,,,,,,,,,,,,,,,,,,,,,
10,International,sales,rose,EUR,mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Kalmar,Espana,generated,net,sales,mln,euro,mln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Net,sales,grew,period,xac,million,US,million,xac,million,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Net,sales,increased,EURm,April,June,EURm,year,earlier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Net,sales,rose,yearonyear,EUR,number,chargers,delivered,went,million,pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Net,sales,totaled,EUR,mn,EUR,mn,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Nokia,also,noted,average,selling,price,handsets,declined,period,though,mobile,phone,profit,margin,rose,percent,percent,yearago,quarter,,,,,,,,,,,,,,,,,,,
10,Operating,profit,increased,EUR,mn,EUR,mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,margin,increased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,rose,EUR,mn,EUR,mn,corresponding,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,rose,EUR,mn,EUR,mn,fourth,quarter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Operating,profit,EUR,mn,EUR,mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Ramirent,net,sales,second,quarterended,June,EURO,million,US,million,percent,increase,compared,EURO,million,thesecond,quarter,last,year,,,,,,,,,,,,,,,,,,,
10,Revenue,grew,percent,xac,million,million,xac,million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Ruukki,announced,signed,agreement,Aker,Solutions,Norway,supply,suction,anchors,September,Kalajoki,unit,Finland,,,,,,,,,,,,,,,,,,,,,,,,
10,Ruukki,delivery,volumes,selling,prices,showed,favourable,development,company,comparable,net,sales,grew,yearonyear,EURm,CEO,Sakari,Tamminen,said,,,,,,,,,,,,,,,,,,,
10,Sanoma,Magazines,net,sales,estimated,grow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,bank,forecasts,Finland,GDP,grow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,circuit,overall,production,rate,weekly,basis,excess,average,tonnes,per,day,volumes,excess,tonnes,per,day,reached,individual,days,,,,,,,,,,,,,,,,,,
10,The,company,consolidated,operating,profit,amounted,EUR,mn,EUR,mn,yearonyear,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,Department,Store,Division,reported,increase,sales,per,cent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,The,fair,value,company,investment,properties,grew,EUR,billion,end,March,EUR,million,year,ago,,,,,,,,,,,,,,,,,,,,,,,
